date,na,open,high,low,close,volume
2017.03.31,0:00,1.09085,1.09649,1.08692,1.08706,75529
2017.04.03,0:00,1.08804,1.09033,1.0838,1.0838,58439
2017.04.04,0:00,1.08379,1.08772,1.08096,1.08418,66610
2017.04.05,0:00,1.08434,1.08978,1.08393,1.08627,67604
2017.04.06,0:00,1.08582,1.08665,1.08069,1.08207,68808
2017.04.07,0:00,1.08216,1.08237,1.07609,1.0794,94037
2017.04.10,0:00,1.07865,1.08328,1.07624,1.07725,60308
2017.04.11,0:00,1.07659,1.08176,1.07635,1.07701,70463
2017.04.12,0:00,1.0769,1.08258,1.07676,1.07909,85419
2017.04.13,0:00,1.07799,1.08458,1.07641,1.08111,89030
2017.04.14,0:00,1.07949,1.0831,1.07887,1.0796,75373
2017.04.17,0:00,1.08043,1.08332,1.07822,1.08156,44930
2017.04.18,0:00,1.0816,1.08311,1.07187,1.07321,79154
2017.04.19,0:00,1.07306,1.07391,1.06757,1.06997,63128
2017.04.20,0:00,1.07014,1.07492,1.06415,1.07297,71819
2017.04.21,0:00,1.07329,1.07689,1.07081,1.071,56504
2017.04.24,0:00,1.07502,1.07858,1.07187,1.0784,69106
2017.04.25,0:00,1.07825,1.08521,1.07735,1.08289,68396
2017.04.26,0:00,1.08175,1.0872,1.08175,1.08408,101642
2017.04.27,0:00,1.0839,1.08746,1.08185,1.08498,83295
2017.04.28,0:00,1.08466,1.09141,1.08378,1.08854,75441
2017.05.01,0:00,1.08646,1.09336,1.08646,1.08822,49299
2017.05.02,0:00,1.08703,1.09115,1.08477,1.08625,61234
2017.05.03,0:00,1.0861,1.08642,1.07705,1.07876,78464
2017.05.04,0:00,1.07687,1.08005,1.07578,1.07808,81809
2017.05.05,0:00,1.07748,1.07881,1.0696,1.0699,85784
2017.05.08,0:00,1.07143,1.0746,1.06663,1.06893,75215
2017.05.09,0:00,1.06707,1.06892,1.06404,1.06459,88067
2017.05.10,0:00,1.06445,1.06737,1.05948,1.05948,82033
2017.05.11,0:00,1.0605,1.07788,1.0605,1.07672,102850
2017.05.12,0:00,1.07585,1.08038,1.07455,1.07455,83864
2017.05.15,0:00,1.07579,1.07853,1.07431,1.07698,79413
2017.05.16,0:00,1.07539,1.07985,1.0744,1.07848,83731
2017.05.17,0:00,1.0771,1.07859,1.06953,1.07031,106202
2017.05.18,0:00,1.0697,1.07713,1.06912,1.07482,136230
2017.05.19,0:00,1.07446,1.08195,1.07425,1.07448,84795
2017.05.22,0:00,1.07407,1.07627,1.06806,1.06832,72766
2017.05.23,0:00,1.06833,1.06922,1.06436,1.06578,88267
2017.05.24,0:00,1.06563,1.06668,1.06205,1.06382,95318
2017.05.25,0:00,1.06323,1.06657,1.05881,1.06119,83363
2017.05.26,0:00,1.06092,1.06252,1.05194,1.05194,90745
2017.05.29,0:00,1.05291,1.05693,1.0489,1.05352,52805
2017.05.30,0:00,1.05285,1.05587,1.05019,1.05039,73987
2017.05.31,0:00,1.05033,1.05375,1.04643,1.04824,83829
2017.06.01,0:00,1.04742,1.05135,1.04325,1.04428,90591
2017.06.02,0:00,1.04387,1.04524,1.03896,1.04019,82776
2017.06.05,0:00,1.03973,1.04889,1.03887,1.04839,67780
2017.06.06,0:00,1.04802,1.05042,1.04178,1.04431,90326
2017.06.07,0:00,1.04437,1.05152,1.04241,1.04884,88645
2017.06.08,0:00,1.04847,1.0496,1.04398,1.04464,87928
2017.06.09,0:00,1.04444,1.04715,1.04214,1.04242,83145
2017.06.12,0:00,1.04305,1.0497,1.04305,1.04705,64111
2017.06.13,0:00,1.04597,1.04815,1.04289,1.04354,64758
2017.06.14,0:00,1.04227,1.04695,1.04072,1.04312,123282
2017.06.15,0:00,1.04312,1.05499,1.04312,1.05099,111944
2017.06.16,0:00,1.05091,1.05369,1.04854,1.04854,81678
2017.06.19,0:00,1.04861,1.05084,1.04455,1.05045,72827
2017.06.20,0:00,1.04964,1.05194,1.04559,1.0464,76032
2017.06.21,0:00,1.04609,1.04796,1.04326,1.04326,78826
2017.06.22,0:00,1.04337,1.04629,1.03696,1.03767,73642
2017.06.23,0:00,1.03746,1.04041,1.03707,1.03751,54132
2017.06.26,0:00,1.03632,1.04235,1.03631,1.04037,62202
2017.06.27,0:00,1.03904,1.04338,1.03741,1.04268,78647
2017.06.28,0:00,1.04193,1.04665,1.04191,1.04517,100544
2017.06.29,0:00,1.04497,1.05336,1.04409,1.05221,88645
2017.06.30,0:00,1.05165,1.05331,1.04668,1.04668,93437
2017.07.03,0:00,1.04727,1.05141,1.04577,1.04949,73318
2017.07.04,0:00,1.0496,1.05507,1.04152,1.04226,81778
2017.07.05,0:00,1.04248,1.04773,1.04217,1.04275,78399
2017.07.06,0:00,1.04213,1.047,1.04187,1.04208,76746
2017.07.07,0:00,1.04201,1.04617,1.03952,1.04241,82950
2017.07.10,0:00,1.04282,1.04671,1.0424,1.04514,52723
2017.07.11,0:00,1.04403,1.05732,1.04403,1.05669,77172
2017.07.12,0:00,1.05616,1.05946,1.0553,1.05713,87852
2017.07.13,0:00,1.05668,1.05936,1.04925,1.05537,86627
2017.07.14,0:00,1.05556,1.06657,1.05503,1.06389,88343
2017.07.17,0:00,1.0652,1.06753,1.06306,1.06506,91067
2017.07.18,0:00,1.06485,1.07991,1.06302,1.07681,141888
2017.07.19,0:00,1.07621,1.08156,1.07442,1.08059,95427
2017.07.20,0:00,1.07932,1.08441,1.07329,1.07516,121586
2017.07.21,0:00,1.07438,1.07532,1.06069,1.06081,103876
2017.07.24,0:00,1.06033,1.07027,1.0595,1.06494,95825
2017.07.25,0:00,1.06483,1.07126,1.06444,1.06972,98514
2017.07.26,0:00,1.06961,1.07011,1.06231,1.06414,145411
2017.07.27,0:00,1.06392,1.06802,1.06215,1.06356,123703
2017.07.28,0:00,1.06339,1.06686,1.06101,1.06119,111200
2017.07.31,0:00,1.06166,1.0661,1.05893,1.06465,88934
2017.08.01,0:00,1.06483,1.06973,1.06469,1.0667,105364
2017.08.02,0:00,1.06671,1.07323,1.06485,1.07206,100283
2017.08.03,0:00,1.07171,1.07455,1.06735,1.06875,103483
2017.08.04,0:00,1.06863,1.07274,1.06674,1.06758,107536
2017.08.07,0:00,1.0691,1.07563,1.06758,1.07437,77214
2017.08.08,0:00,1.07391,1.08037,1.07362,1.07941,83278
2017.08.09,0:00,1.07864,1.0795,1.0727,1.07332,103403
2017.08.10,0:00,1.07318,1.08606,1.06818,1.08203,114624
2017.08.11,0:00,1.08086,1.08295,1.07668,1.07672,106509
2017.08.14,0:00,1.07861,1.08191,1.07599,1.0771,79682
2017.08.15,0:00,1.07687,1.08125,1.07462,1.08015,84616
2017.08.16,0:00,1.08004,1.08662,1.07966,1.08346,103473
2017.08.17,0:00,1.08253,1.08774,1.08173,1.08246,106759
2017.08.18,0:00,1.08155,1.0847,1.08016,1.08198,101443
2017.08.21,0:00,1.08287,1.08497,1.08203,1.08359,61103
2017.08.22,0:00,1.08265,1.08717,1.082,1.08663,65907
2017.08.23,0:00,1.08584,1.09571,1.08583,1.09363,99046
2017.08.24,0:00,1.09387,1.09659,1.09217,1.09596,88899
2017.08.25,0:00,1.09475,1.09713,1.0938,1.09411,107907
2017.08.28,0:00,1.09324,1.09817,1.09228,1.09722,67359
2017.08.29,0:00,1.09744,1.098,1.09266,1.09578,137598
2017.08.30,0:00,1.09503,1.10152,1.09458,1.09687,112336
2017.08.31,0:00,1.09631,1.10783,1.09603,1.10669,132311
2017.09.01,0:00,1.10577,1.114,1.10389,1.11227,131256
2017.09.04,0:00,1.11029,1.11184,1.10744,1.10859,73619
2017.09.05,0:00,1.10874,1.11292,1.10254,1.10466,132170
2017.09.06,0:00,1.10439,1.11193,1.10192,1.11064,124027
2017.09.07,0:00,1.11043,1.11426,1.10681,1.11188,123901
2017.09.08,0:00,1.11203,1.1129,1.10557,1.10837,148831
2017.09.11,0:00,1.10839,1.11336,1.10413,1.10651,105576
2017.09.12,0:00,1.10609,1.11057,1.09774,1.0998,121933
2017.09.13,0:00,1.09897,1.10448,1.09896,1.1025,110220
2017.09.14,0:00,1.10206,1.10874,1.09821,1.10732,150194
2017.09.15,0:00,1.10742,1.10867,1.09508,1.09529,116428
2017.09.18,0:00,1.09818,1.09836,1.09359,1.09435,91809
2017.09.19,0:00,1.09498,1.0983,1.09317,1.09375,105405
2017.09.20,0:00,1.09343,1.09763,1.08883,1.09132,154787
2017.09.21,0:00,1.09052,1.0932,1.08203,1.08528,128635
2017.09.22,0:00,1.0845,1.08948,1.08253,1.08282,101804
2017.09.25,0:00,1.08724,1.09708,1.0851,1.09215,108741
2017.09.26,0:00,1.09068,1.09772,1.09049,1.09384,118838
2017.09.27,0:00,1.09265,1.09528,1.08621,1.08945,134522
2017.09.28,0:00,1.08927,1.09031,1.08403,1.08502,122114
2017.09.29,0:00,1.08437,1.08784,1.08293,1.08446,98859
2017.10.02,0:00,1.08316,1.08787,1.08316,1.08689,97910
2017.10.03,0:00,1.0864,1.09478,1.08636,1.09369,97924
2017.10.04,0:00,1.09258,1.09737,1.09181,1.09636,95563
2017.10.05,0:00,1.09612,1.09917,1.09211,1.09439,89936
2017.10.06,0:00,1.09429,1.09705,1.09089,1.09457,117169
2017.10.07,0:00,1.09457,1.09457,1.09457,1.09457,1
2017.10.09,0:00,1.09874,1.10113,1.09444,1.09676,57376
2017.10.10,0:00,1.09591,1.1021,1.09591,1.09932,86556
2017.10.11,0:00,1.09905,1.10226,1.09697,1.09874,85999
2017.10.12,0:00,1.09838,1.10111,1.09567,1.09606,99657
2017.10.13,0:00,1.09619,1.09965,1.09528,1.09695,110364
2017.10.16,0:00,1.09698,1.09974,1.0934,1.09412,85613
2017.10.17,0:00,1.09351,1.09571,1.08795,1.09338,98135
2017.10.18,0:00,1.09364,1.0991,1.09295,1.09621,85983
2017.10.19,0:00,1.0961,1.1223,1.09397,1.11991,153684
2017.10.20,0:00,1.11954,1.12522,1.11886,1.12042,122507
2017.10.21,0:00,1.12042,1.12042,1.12042,1.12042,1
2017.10.23,0:00,1.12367,1.12566,1.11871,1.1198,81425
2017.10.24,0:00,1.11956,1.12888,1.11638,1.12479,118850
2017.10.25,0:00,1.12444,1.12675,1.11742,1.11805,132300
2017.10.26,0:00,1.11674,1.12372,1.11653,1.11869,132922
2017.10.27,0:00,1.1182,1.12071,1.11398,1.11453,138137
2017.10.30,0:00,1.11438,1.12282,1.11262,1.11763,99219
2017.10.31,0:00,1.11744,1.1221,1.11698,1.11759,102803
2017.11.01,0:00,1.11685,1.11833,1.10744,1.11432,130010
2017.11.02,0:00,1.11417,1.11698,1.11164,1.11541,123332
2017.11.03,0:00,1.11539,1.11617,1.10463,1.10641,100744
2017.11.06,0:00,1.10548,1.11254,1.10487,1.10666,86931
2017.11.07,0:00,1.10684,1.10948,1.10529,1.10714,96005
2017.11.08,0:00,1.10676,1.10957,1.1011,1.10122,94291
2017.11.09,0:00,1.10147,1.10687,1.10074,1.10481,112471
2017.11.10,0:00,1.10487,1.10929,1.1032,1.1033,91577
2017.11.13,0:00,1.10292,1.10739,1.10256,1.1039,75105
2017.11.14,0:00,1.10378,1.11386,1.10322,1.10941,102807
2017.11.15,0:00,1.10941,1.11024,1.09875,1.10279,119605
2017.11.16,0:00,1.10263,1.10965,1.10108,1.10724,94308
2017.11.17,0:00,1.10734,1.11287,1.10415,1.10784,110498
2017.11.20,0:00,1.10784,1.11154,1.10562,1.10841,89683
2017.11.21,0:00,1.10811,1.1115,1.10648,1.10891,95362
2017.11.22,0:00,1.10796,1.10976,1.10528,1.10582,99675
2017.11.23,0:00,1.10578,1.10821,1.105,1.10594,77987
2017.11.24,0:00,1.10551,1.10883,1.10445,1.10515,80408
2017.11.27,0:00,1.1049,1.10864,1.09936,1.0994,78678
2017.11.28,0:00,1.09926,1.10122,1.09601,1.1006,114011
2017.11.29,0:00,1.09988,1.10338,1.0947,1.09955,119154
2017.11.30,0:00,1.09938,1.10928,1.09861,1.107,137123
2017.12.01,0:00,1.10685,1.10914,1.10264,1.10264,169425
2017.12.04,0:00,1.10543,1.11035,1.10439,1.1074,117446
2017.12.05,0:00,1.10692,1.11123,1.1047,1.10607,121355
2017.12.06,0:00,1.10596,1.10704,1.09641,1.09818,110754
2017.12.07,0:00,1.09778,1.10154,1.09566,1.09884,108592
2017.12.08,0:00,1.09866,1.10032,1.09501,1.09749,105107
2017.12.11,0:00,1.09707,1.09837,1.08621,1.08866,104871
2017.12.12,0:00,1.08835,1.09128,1.08591,1.08934,92439
2017.12.13,0:00,1.08984,1.09111,1.08541,1.08684,104889
2017.12.14,0:00,1.08661,1.09836,1.08549,1.09743,118886
2017.12.15,0:00,1.09724,1.09772,1.09088,1.09262,102489
2017.12.18,0:00,1.09128,1.09611,1.09081,1.09548,86809
2017.12.19,0:00,1.09478,1.09942,1.09252,1.09874,88731
2017.12.20,0:00,1.09889,1.10109,1.09251,1.09253,89339
2017.12.21,0:00,1.0923,1.09917,1.0918,1.09697,81913
2017.12.22,0:00,1.09724,1.10147,1.09689,1.09739,73380
2017.12.26,0:00,1.12858,1.12858,1.09653,1.09704,41636
2017.12.27,0:00,1.09717,1.10054,1.0965,1.09979,70620
2017.12.28,0:00,1.09953,1.10077,1.09852,1.0997,62263
2017.12.29,0:00,1.09934,1.10142,1.09676,1.10007,71463
2018.01.02,0:00,1.09763,1.10224,1.097,1.10174,95988
2018.01.03,0:00,1.10058,1.10511,1.10034,1.10426,97453
2018.01.04,0:00,1.10438,1.10491,1.09786,1.09868,91620
2018.01.05,0:00,1.09851,1.09923,1.09439,1.09594,89512
2018.01.08,0:00,1.09699,1.09768,1.09104,1.09235,82004
2018.01.09,0:00,1.09208,1.09589,1.08875,1.09192,100029
2018.01.10,0:00,1.09179,1.09446,1.0869,1.08897,134048
2018.01.11,0:00,1.08889,1.09537,1.08595,1.08595,124577
2018.01.12,0:00,1.08616,1.09116,1.08398,1.09059,130503
2018.01.15,0:00,1.09081,1.09403,1.08965,1.09036,115621
2018.01.16,0:00,1.09026,1.09532,1.09013,1.09457,108394
2018.01.17,0:00,1.09442,1.1001,1.09386,1.09502,146842
2018.01.18,0:00,1.09525,1.0983,1.09211,1.09478,134814
2018.01.19,0:00,1.09526,1.09996,1.09496,1.09739,128366
2018.01.22,0:00,1.09734,1.09907,1.09353,1.09357,94422
2018.01.23,0:00,1.09357,1.09444,1.08554,1.08731,115498
2018.01.24,0:00,1.08681,1.09937,1.0852,1.09783,133028
2018.01.25,0:00,1.0975,1.09935,1.09331,1.09474,192983
2018.01.26,0:00,1.09504,1.10371,1.09483,1.10104,152474
2018.01.29,0:00,1.10232,1.10714,1.10166,1.10473,120479
2018.01.30,0:00,1.10435,1.10575,1.10088,1.1019,126643
2018.01.31,0:00,1.10226,1.10383,1.09186,1.09339,164818
2018.02.01,0:00,1.09341,1.09412,1.08485,1.08591,146290
2018.02.02,0:00,1.08619,1.08758,1.08365,1.08401,150705
2018.02.05,0:00,1.08439,1.088,1.08315,1.08356,159072
2018.02.06,0:00,1.08397,1.08479,1.0743,1.07597,221633
2018.02.07,0:00,1.07616,1.08463,1.07466,1.08027,146483
2018.02.08,0:00,1.0799,1.08925,1.0756,1.07746,187613
2018.02.09,0:00,1.07725,1.08054,1.07462,1.07614,177254
2018.02.12,0:00,1.07771,1.08315,1.07684,1.08164,103105
2018.02.13,0:00,1.08143,1.08385,1.07599,1.07994,101852
2018.02.14,0:00,1.0798,1.08068,1.07116,1.0752,158192
2018.02.15,0:00,1.07481,1.07689,1.07026,1.07168,130933
2018.02.16,0:00,1.07163,1.07574,1.06931,1.06931,115108
2018.02.19,0:00,1.0709,1.07437,1.07012,1.07267,74347
2018.02.20,0:00,1.07282,1.07692,1.07103,1.07243,116487
2018.02.21,0:00,1.07232,1.07527,1.06586,1.06587,135283
2018.02.22,0:00,1.06594,1.06929,1.06529,1.06788,111535
2018.02.23,0:00,1.06779,1.07515,1.06747,1.07383,102219
2018.02.26,0:00,1.0745,1.07692,1.0714,1.07477,91693
2018.02.27,0:00,1.07493,1.07845,1.07456,1.07601,119087
2018.02.28,0:00,1.07597,1.08255,1.07526,1.07567,113972
2018.03.01,0:00,1.07601,1.07746,1.06869,1.06906,159130
2018.03.02,0:00,1.06861,1.07338,1.06599,1.07105,138118
2018.03.05,0:00,1.07175,1.07463,1.0704,1.07422,123569
2018.03.06,0:00,1.07409,1.07644,1.07025,1.073,132571
2018.03.07,0:00,1.07235,1.07437,1.06619,1.07267,152876
2018.03.08,0:00,1.07341,1.07573,1.07103,1.07103,133520
2018.03.09,0:00,1.07124,1.07703,1.07035,1.07605,123288
2018.03.12,0:00,1.07498,1.08009,1.07395,1.07851,94980
2018.03.13,0:00,1.07886,1.07935,1.0715,1.07237,120112
2018.03.14,0:00,1.07261,1.0777,1.07033,1.07388,116773
2018.03.15,0:00,1.07365,1.07804,1.07096,1.07104,113146
2018.03.16,0:00,1.07086,1.07592,1.06751,1.06775,108606
2018.03.19,0:00,1.06823,1.06908,1.06338,1.06512,113028
2018.03.20,0:00,1.06478,1.07024,1.06384,1.06915,100554
2018.03.21,0:00,1.06884,1.07536,1.06852,1.07323,144476
2018.03.22,0:00,1.07419,1.07609,1.06543,1.06639,147405
2018.03.23,0:00,1.06674,1.06892,1.06217,1.06268,143881
2018.03.26,0:00,1.06414,1.06519,1.0584,1.06108,95532
2018.03.27,0:00,1.06063,1.06257,1.05592,1.05597,96930
2018.03.28,0:00,1.05599,1.06356,1.05582,1.06168,124639
2018.03.29,0:00,1.0616,1.06679,1.06066,1.0607,91505
2018.03.30,0:00,1.06026,1.06455,1.0595,1.06064,210134
2018.04.02,0:00,1.06184,1.06366,1.05957,1.06118,65325
2018.04.03,0:00,1.06127,1.06556,1.05667,1.05833,99392
2018.04.04,0:00,1.05832,1.05953,1.05254,1.05588,112803
2018.04.05,0:00,1.05463,1.05752,1.05213,1.05551,90686
2018.04.06,0:00,1.05499,1.06071,1.05375,1.05435,132014
2018.04.09,0:00,1.05478,1.05605,1.05031,1.05273,112612
2018.04.10,0:00,1.05258,1.05567,1.05125,1.05356,111115
2018.04.11,0:00,1.05318,1.05545,1.05094,1.05319,101556
2018.04.12,0:00,1.05338,1.05521,1.0487,1.05029,92719
2018.04.13,0:00,1.05059,1.0582,1.05059,1.05478,83283
2018.04.16,0:00,1.05502,1.0591,1.05472,1.05579,71587
2018.04.17,0:00,1.05569,1.06003,1.05506,1.05707,72216
2018.04.18,0:00,1.05702,1.06323,1.05702,1.06224,74901
2018.04.19,0:00,1.06216,1.06714,1.06011,1.06214,105304
2018.04.20,0:00,1.06208,1.06611,1.06189,1.06296,99005
2018.04.23,0:00,1.06233,1.06607,1.06196,1.06328,89998
2018.04.24,0:00,1.06288,1.06957,1.06229,1.06699,110058
2018.04.25,0:00,1.06715,1.0713,1.06683,1.06982,96574
2018.04.26,0:00,1.06906,1.07277,1.06817,1.0689,111956
2018.04.27,0:00,1.06878,1.0717,1.06791,1.06907,97162
2018.04.30,0:00,1.06907,1.07138,1.06811,1.06966,90075
2018.05.01,0:00,1.06958,1.07197,1.06838,1.06838,91044
2018.05.02,0:00,1.0681,1.0724,1.06561,1.07049,133766
2018.05.03,0:00,1.07061,1.07299,1.06734,1.06907,121153
2018.05.04,0:00,1.06914,1.0755,1.06864,1.07317,102221
2018.05.07,0:00,1.07331,1.07413,1.06981,1.07082,89879
2018.05.08,0:00,1.07018,1.07161,1.06775,1.06832,115972
2018.05.09,0:00,1.0687,1.06962,1.06572,1.06672,104358
2018.05.10,0:00,1.06685,1.0823,1.06672,1.08135,143819
2018.05.11,0:00,1.08123,1.08416,1.0793,1.0819,104034
2018.05.14,0:00,1.0823,1.08938,1.08156,1.08774,89876
2018.05.15,0:00,1.08777,1.08992,1.08499,1.08816,121857
2018.05.16,0:00,1.08759,1.08993,1.085,1.08905,129263
2018.05.17,0:00,1.08921,1.09383,1.08708,1.09124,121752
2018.05.18,0:00,1.09092,1.09258,1.08433,1.08454,106323
2018.05.21,0:00,1.08639,1.09266,1.08528,1.09065,106710
2018.05.22,0:00,1.09093,1.09452,1.08951,1.09189,111049
2018.05.23,0:00,1.09171,1.09414,1.09085,1.09247,148924
2018.05.24,0:00,1.09189,1.09395,1.09102,1.09256,138412
2018.05.25,0:00,1.09307,1.09604,1.09034,1.09041,118798
2018.05.28,0:00,1.09011,1.09233,1.08596,1.08601,105294
2018.05.29,0:00,1.08588,1.08886,1.08446,1.08645,147861
2018.05.30,0:00,1.08644,1.08881,1.08039,1.08363,151474
2018.05.31,0:00,1.08305,1.08557,1.07759,1.08021,145803
2018.06.01,0:00,1.08019,1.08367,1.07758,1.08283,122768
2018.06.04,0:00,1.08283,1.08865,1.08238,1.08693,112362
2018.06.05,0:00,1.08705,1.08859,1.08286,1.08366,117873
2018.06.06,0:00,1.08333,1.09006,1.08318,1.08963,101972
2018.06.07,0:00,1.08922,1.08995,1.08241,1.08379,104644
2018.06.08,0:00,1.0838,1.08533,1.07772,1.07993,98812
2018.06.11,0:00,1.08021,1.08382,1.07871,1.08245,70396
2018.06.12,0:00,1.08214,1.08413,1.08012,1.08018,105437
2018.06.13,0:00,1.08014,1.08138,1.07613,1.07848,107395
2018.06.14,0:00,1.07821,1.07905,1.07004,1.07073,119529
2018.06.15,0:00,1.07085,1.0758,1.06977,1.07123,105039
2018.06.18,0:00,1.07238,1.07472,1.06844,1.06899,78069
2018.06.19,0:00,1.06886,1.07076,1.06571,1.06842,122411
2018.06.20,0:00,1.06902,1.0747,1.06807,1.07295,109802
2018.06.21,0:00,1.07215,1.07761,1.07205,1.07375,140470
2018.06.22,0:00,1.07376,1.07786,1.0709,1.07552,107579
2018.06.25,0:00,1.07464,1.07681,1.07309,1.07444,106539
2018.06.26,0:00,1.07383,1.07931,1.07343,1.0778,103875
2018.06.27,0:00,1.07846,1.08543,1.07676,1.07922,134805
2018.06.28,0:00,1.07909,1.08882,1.07791,1.08768,124147
2018.06.29,0:00,1.0873,1.09295,1.08689,1.09239,133386
2018.07.02,0:00,1.09026,1.09505,1.08889,1.09219,101341
2018.07.03,0:00,1.09216,1.09908,1.09199,1.09258,108441
2018.07.04,0:00,1.0921,1.09548,1.09001,1.091,94553
2018.07.05,0:00,1.0911,1.09244,1.08704,1.08757,101462
2018.07.06,0:00,1.08755,1.08848,1.08492,1.08548,100883
2018.07.09,0:00,1.08587,1.09333,1.08576,1.09102,90199
2018.07.10,0:00,1.091,1.09271,1.08984,1.09029,94676
2018.07.11,0:00,1.09027,1.09083,1.08672,1.08885,129564
2018.07.12,0:00,1.08917,1.09399,1.08902,1.09224,90217
2018.07.13,0:00,1.09164,1.09704,1.09164,1.0962,92883
2018.07.16,0:00,1.09647,1.09733,1.09347,1.09424,88698
2018.07.17,0:00,1.09429,1.09684,1.08598,1.08842,117906
2018.07.18,0:00,1.08791,1.09023,1.0862,1.0883,97000
2018.07.19,0:00,1.08808,1.09436,1.08776,1.09075,136119
2018.07.20,0:00,1.08987,1.09195,1.08777,1.08789,148634
2018.07.23,0:00,1.09063,1.09144,1.08657,1.08763,100030
2018.07.24,0:00,1.08649,1.09158,1.08604,1.09022,108711
2018.07.25,0:00,1.08964,1.09343,1.08736,1.09005,120109
2018.07.26,0:00,1.0896,1.09006,1.08653,1.08653,110187
2018.07.27,0:00,1.08669,1.09095,1.08668,1.08878,88999
2018.07.30,0:00,1.08781,1.08916,1.08401,1.08455,73648
2018.07.31,0:00,1.08475,1.09221,1.0841,1.08847,104134
2018.08.01,0:00,1.08879,1.09132,1.08828,1.08974,97222
2018.08.02,0:00,1.0895,1.09285,1.08843,1.09094,84762
2018.08.03,0:00,1.09064,1.09699,1.09064,1.09602,103244
2018.08.06,0:00,1.09536,1.09778,1.09501,1.09665,66904
2018.08.07,0:00,1.09667,1.10331,1.09634,1.10087,76922
2018.08.08,0:00,1.10054,1.10333,1.09788,1.10047,77507
2018.08.09,0:00,1.10081,1.11738,1.10061,1.11442,102210
2018.08.10,0:00,1.11437,1.11746,1.10487,1.10879,150742
2018.08.13,0:00,1.10599,1.10824,1.10329,1.10444,129962
2018.08.14,0:00,1.10471,1.10572,1.09852,1.10057,109190
2018.08.15,0:00,1.10031,1.10359,1.09911,1.10162,119782
2018.08.16,0:00,1.10148,1.10467,1.09909,1.1017,124163
2018.08.17,0:00,1.10128,1.10386,1.09984,1.10137,104372
2018.08.20,0:00,1.10117,1.10548,1.1007,1.10368,84811
2018.08.21,0:00,1.10411,1.10552,1.09903,1.09903,99618
2018.08.22,0:00,1.09974,1.10052,1.09428,1.09646,106636
2018.08.23,0:00,1.09635,1.09788,1.09053,1.09119,107261
2018.08.24,0:00,1.09132,1.09847,1.09073,1.09506,119049
2018.08.27,0:00,1.09585,1.09762,1.09421,1.09588,89040
2018.08.28,0:00,1.09615,1.09776,1.09251,1.0932,97148
2018.08.29,0:00,1.09253,1.0946,1.08711,1.08787,113220
2018.08.30,0:00,1.0879,1.09603,1.08787,1.09034,116032
2018.08.31,0:00,1.0904,1.09325,1.08524,1.08524,124147
2018.09.03,0:00,1.08621,1.09319,1.08495,1.09237,83156
2018.09.04,0:00,1.09178,1.09751,1.08969,1.09394,105304
2018.09.05,0:00,1.09423,1.10193,1.08994,1.0911,121425
2018.09.06,0:00,1.09066,1.09281,1.08811,1.09134,118013
2018.09.07,0:00,1.09131,1.09277,1.08631,1.08646,139924
2018.09.10,0:00,1.08635,1.09066,1.08624,1.08959,89363
2018.09.11,0:00,1.08946,1.09178,1.08769,1.09061,96490
2018.09.12,0:00,1.09001,1.09424,1.08924,1.09255,108480
2018.09.13,0:00,1.09202,1.09791,1.09179,1.09339,111964
2018.09.14,0:00,1.09324,1.09461,1.09135,1.09154,97546
2018.09.17,0:00,1.09085,1.0928,1.09,1.09001,84569
2018.09.18,0:00,1.08994,1.09638,1.08763,1.0953,145964
2018.09.19,0:00,1.09492,1.10007,1.09492,1.09732,124713
2018.09.20,0:00,1.09702,1.09973,1.08912,1.08976,124097
2018.09.21,0:00,1.08949,1.09143,1.08829,1.09028,111433
2018.09.24,0:00,1.0888,1.09236,1.08814,1.091,94322
2018.09.25,0:00,1.09109,1.09294,1.08976,1.09005,97608
2018.09.26,0:00,1.08999,1.09256,1.08556,1.08955,120723
2018.09.27,0:00,1.0899,1.0918,1.08641,1.08916,118352
2018.09.28,0:00,1.08895,1.09273,1.08861,1.0902,101788
2018.10.01,0:00,1.09094,1.09334,1.08988,1.09116,98350
2018.10.02,0:00,1.09188,1.09502,1.08888,1.08967,111912
2018.10.03,0:00,1.08986,1.09293,1.08886,1.09003,118503
2018.10.04,0:00,1.09013,1.09323,1.08901,1.09218,121118
2018.10.05,0:00,1.09166,1.09514,1.09028,1.09427,131632
2018.10.08,0:00,1.09462,1.09746,1.0934,1.0962,110166
2018.10.09,0:00,1.09653,1.09928,1.09383,1.09687,123594
2018.10.10,0:00,1.09651,1.09889,1.0926,1.09317,133559
2018.10.11,0:00,1.09276,1.09499,1.08944,1.09117,206556
2018.10.12,0:00,1.09104,1.09514,1.09012,1.09257,142348
2018.10.15,0:00,1.09334,1.09397,1.08776,1.08793,132287
2018.10.16,0:00,1.08791,1.08918,1.08145,1.08375,135578
2018.10.17,0:00,1.08364,1.0858,1.08213,1.08475,139972
2018.10.18,0:00,1.08484,1.08988,1.08444,1.08461,149527
2018.10.19,0:00,1.08435,1.08728,1.07967,1.07988,149098
2018.10.22,0:00,1.076,1.08204,1.07597,1.08009,127985
2018.10.23,0:00,1.0803,1.08145,1.0775,1.08074,149921
2018.10.24,0:00,1.08092,1.08422,1.08062,1.08191,145665
2018.10.25,0:00,1.08167,1.08689,1.08158,1.08509,152335
2018.10.26,0:00,1.0854,1.08783,1.08272,1.08679,180496
